src;dst;capacity_mbps;delay_ms;r_link
11;110;310;13;0.9592
11;111;629;8;0.9834
11;115;931;9;0.9951
11;116;936;4;0.9773
11;117;675;14;0.9704
11;118;402;14;0.9515
11;121;824;5;0.956
11;122;137;7;0.9724
11;127;388;14;0.9652
11;128;918;12;0.9844
11;129;785;10;0.9613
11;130;457;13;0.9638
11;131;738;10;0.9966
11;135;217;14;0.9909
11;137;609;4;0.9896
11;138;280;13;0.9672
11;139;533;10;0.9607
11;140;479;15;0.9761
11;143;819;15;0.9646
11;145;486;7;0.9824
11;149;847;7;0.9867
11;152;973;3;0.9619
11;153;842;6;0.9947
11;156;559;15;0.9694
11;158;245;13;0.9972
11;162;366;15;0.9644
11;164;809;13;0.9809
11;165;335;8;0.9582
11;168;798;9;0.9607
11;171;367;9;0.9774
11;172;832;14;0.9854
11;174;564;15;0.9901
11;177;620;5;0.9828
11;178;525;15;0.9955
11;180;375;7;0.9913
11;181;704;8;0.9736
11;182;109;4;0.9684
11;183;495;12;0.9962
11;185;415;8;0.9979
11;187;298;3;0.9628
11;188;770;8;0.9927
11;191;118;15;0.9572
11;192;633;14;0.9942
11;193;531;7;0.96
11;194;413;14;0.9509
11;202;252;15;0.97
11;207;190;12;0.9823
11;208;868;10;0.956
11;209;999;5;0.9858
11;210;218;10;0.9885
11;213;287;7;0.9906
11;219;222;6;0.9724
11;221;528;11;0.9534
11;224;601;6;0.9843
11;226;598;14;0.981
11;229;711;9;0.9787
11;232;863;5;0.9781
11;237;245;5;0.9961
11;242;190;13;0.995
11;246;933;6;0.9823
11;248;434;13;0.9847
11;249;734;9;0.965
12;13;713;9;0.9657
12;15;763;12;0.9606
12;17;792;8;0.9859
12;18;356;10;0.9765
12;22;444;5;0.9571
12;23;242;11;0.9828
12;30;746;15;0.9762
12;32;836;10;0.9948
12;33;408;5;0.9726
12;34;176;12;0.9689
12;35;389;12;0.9591
12;36;737;11;0.9953
12;41;711;3;0.9577
12;46;937;15;0.9639
12;48;118;3;0.9692
12;49;764;3;0.9837
12;51;490;15;0.9934
12;55;929;5;0.9771
12;58;674;4;0.9573
12;62;454;4;0.9605
12;65;293;9;0.9598
12;67;435;13;0.9534
12;69;716;5;0.9876
12;71;287;12;0.9597
12;76;371;4;0.9921
12;77;862;4;0.9855
12;78;158;5;0.9948
12;79;380;10;0.9768
12;80;973;3;0.987
12;81;582;13;0.9681
12;82;245;4;0.994
12;87;257;5;0.9513
12;89;268;5;0.9899
12;94;763;14;0.9872
12;95;791;7;0.9646
12;97;880;10;0.9928
12;98;221;6;0.9912
12;100;346;14;0.9983
12;101;540;12;0.9874
12;102;337;5;0.9933
12;106;588;7;0.9768
12;110;298;5;0.961
12;112;846;8;0.9813
12;114;129;5;0.9803
12;115;153;4;0.9951
12;116;363;10;0.9946
12;117;978;13;0.986
12;121;606;9;0.9929
12;122;587;13;0.9759
12;123;405;9;0.9898
12;124;947;9;0.9547
12;127;185;15;0.954
12;128;591;4;0.9639
12;130;591;3;0.9658
12;133;491;6;0.9795
12;134;500;10;0.9924
12;135;948;6;0.952
12;136;977;13;0.9575
12;137;404;5;0.9972
12;139;576;4;0.9721
12;140;365;9;0.9633
12;143;728;13;0.985
12;145;584;7;0.9885
12;147;895;9;0.9827
12;149;302;7;0.9573
12;151;693;12;0.9766
12;152;126;15;0.9966
12;153;483;10;0.9971
12;156;451;12;0.9612
12;157;461;7;0.9883
12;170;253;9;0.9731
12;178;646;7;0.9761
12;180;379;9;0.9684
12;184;376;3;0.9674
12;191;683;11;0.9678
12;194;276;14;0.9955
12;195;539;7;0.9731
12;196;979;13;0.9833
12;197;995;5;0.9531
12;198;488;4;0.9726
12;206;271;15;0.97
12;212;299;5;0.9926
12;213;765;9;0.9952
12;215;883;15;0.9685
12;217;212;13;0.9817
12;220;657;5;0.9965
12;221;351;6;0.961
12;222;936;6;0.9835
12;225;423;10;0.9801
12;227;933;5;0.9752
12;228;424;7;0.9864
12;232;589;5;0.9723
12;234;297;15;0.9811
12;235;105;6;0.9638
12;238;956;10;0.9934
12;240;377;11;0.9886
12;244;279;7;0.9739
12;247;365;12;0.9905
12;248;648;3;0.9663
13;19;786;10;0.9598
13;20;600;3;0.967
13;22;586;14;0.9768
13;25;173;11;0.9534
13;26;884;11;0.9873
13;29;831;7;0.963
13;33;728;5;0.9869
13;37;203;5;0.9825
13;38;977;9;0.9972
13;39;216;8;0.9623
13;41;255;12;0.9951
13;44;638;4;0.9567
13;45;726;14;0.9869
13;49;838;4;0.9542
13;50;204;9;0.9516
13;51;627;15;0.9814
13;57;639;3;0.9717
13;59;538;15;0.9968
13;62;493;13;0.9623
13;66;423;15;0.9735
13;67;715;13;0.9736
13;69;951;4;0.9502
13;73;959;15;0.9924
13;74;805;6;0.9619
13;75;616;9;0.9744
13;79;235;13;0.9681
13;80;717;5;0.966
13;84;125;6;0.9569
13;87;934;6;0.9569
13;88;352;4;0.957
13;89;732;10;0.9904
13;93;923;12;0.9549
13;96;922;11;0.9751
13;97;561;8;0.9542
13;108;433;11;0.9561
13;110;955;4;0.9691
13;111;760;14;0.9566
13;114;913;12;0.9874
13;116;263;4;0.9778
13;125;670;13;0.9771
13;126;694;5;0.9703
13;127;360;5;0.9552
13;128;793;7;0.9781
13;131;160;12;0.9852
13;133;652;15;0.9514
13;134;580;12;0.9792
13;135;859;12;0.9526
13;137;574;9;0.9887
13;139;998;5;0.997
13;140;729;4;0.9954
13;141;845;15;0.9638
13;147;507;12;0.9772
13;151;440;3;0.9516
13;152;718;9;0.954
13;153;747;15;0.98
13;155;171;8;0.9762
13;156;810;15;0.9756
13;161;938;9;0.975
13;166;509;8;0.9786
13;168;942;14;0.9753
13;169;906;11;0.98
13;171;801;15;0.9739
13;175;395;10;0.9796
13;180;407;9;0.9738
13;181;626;13;0.975
13;182;887;7;0.9709
13;183;343;14;0.9608
13;184;911;4;0.9903
13;185;112;13;0.9823
13;187;619;11;0.9901
13;190;371;8;0.97
13;192;969;11;0.9578
13;193;119;6;0.9512
13;194;380;7;0.9984
13;196;927;9;0.9644
13;198;898;14;0.9518
13;199;801;3;0.9625
13;202;168;7;0.9519
13;205;238;3;0.9915
13;207;378;10;0.9925
13;208;465;11;0.9615
13;212;743;5;0.9672
13;214;568;4;0.9986
13;217;866;7;0.9705
13;218;129;9;0.9786
13;220;625;4;0.9878
13;222;601;7;0.9943
13;224;432;11;0.9988
13;228;522;12;0.9728
13;231;404;4;0.967
13;234;841;9;0.9942
13;237;119;12;0.9642
13;240;217;12;0.9896
13;242;356;15;0.9795
13;244;468;10;0.9921
13;246;929;14;0.9889
13;247;853;5;0.991
13;248;581;12;0.9827
13;249;120;9;0.9845
14;15;767;8;0.9915
14;16;751;8;0.9854
14;18;922;13;0.9796
14;20;151;7;0.956
14;21;741;12;0.9863
14;23;110;6;0.987
14;25;471;7;0.9854
14;26;990;13;0.9673
14;31;482;14;0.9571
14;32;980;10;0.9568
14;35;369;8;0.9823
14;36;189;15;0.981
14;37;923;5;0.9667
14;39;220;7;0.9966
14;41;251;13;0.952
14;42;868;15;0.967
14;43;527;5;0.951
14;44;575;12;0.9549
14;46;287;8;0.9598
14;48;222;15;0.9736
14;50;904;11;0.963
14;53;944;5;0.9584
14;54;525;9;0.9623
14;58;346;3;0.9584
14;60;490;11;0.9748
14;63;956;8;0.972
14;64;376;10;0.9839
14;69;521;13;0.9657
14;71;650;10;0.9779
14;73;771;9;0.9546
14;78;298;13;0.9573
14;79;969;11;0.986
14;80;693;7;0.9585
14;81;958;8;0.9593
14;85;879;7;0.9976
14;87;485;3;0.9955
14;89;342;15;0.9539
14;90;399;10;0.9626
14;91;646;4;0.9699
14;99;860;10;0.9963
14;102;377;14;0.9943
14;104;790;4;0.9971
14;105;828;6;0.9752
14;107;405;10;0.9824
14;111;293;13;0.9852
14;113;701;11;0.9763
14;117;656;12;0.9521
14;119;618;10;0.9511
14;121;922;12;0.9806
14;122;792;3;0.9812
14;125;572;3;0.9813
14;131;349;8;0.9588
14;134;614;14;0.9844
14;137;525;14;0.9645
14;138;135;15;0.9942
14;141;534;14;0.9762
14;143;599;11;0.967
14;146;398;13;0.985
14;147;564;13;0.9862
14;148;865;12;0.9518
14;155;491;8;0.9962
14;157;583;15;0.961
14;158;237;11;0.9531
14;161;823;4;0.9947
14;164;889;14;0.998
14;165;543;11;0.9895
14;166;902;12;0.9842
14;169;471;14;0.9979
14;171;969;8;0.9649
14;173;132;3;0.9532
14;177;233;12;0.9879
14;186;240;12;0.9709
14;189;284;8;0.991
14;195;820;13;0.9753
14;198;942;14;0.9614
14;199;103;7;0.9936
14;203;477;10;0.956
14;207;205;12;0.9574
14;211;307;13;0.9707
14;215;457;8;0.9747
14;221;239;13;0.9773
14;223;583;12;0.9581
14;224;360;11;0.9669
14;231;762;14;0.9987
14;232;513;15;0.9539
14;233;202;5;0.9675
14;240;987;5;0.9799
14;244;286;12;0.9504
14;245;505;14;0.9606
14;247;656;9;0.9558
14;249;378;11;0.9927
15;16;537;13;0.9555
15;17;724;6;0.9584
15;20;687;5;0.9555
15;22;693;11;0.9818
15;24;234;14;0.9911
15;30;898;7;0.9767
15;33;166;6;0.9956
15;36;473;5;0.9747
15;39;496;12;0.9725
15;41;700;8;0.9573
15;42;941;14;0.9594
15;55;310;11;0.9628
15;56;976;4;0.9793
15;58;663;12;0.9608
15;59;259;8;0.9877
15;61;738;6;0.984
15;64;572;10;0.9868
15;66;578;6;0.9589
15;67;365;6;0.9664
15;69;961;6;0.988
15;70;424;13;0.9632
15;71;741;15;0.9942
15;72;915;10;0.9592
15;78;202;9;0.9843
15;80;797;3;0.9522
15;81;846;9;0.9583
15;82;629;3;0.9586
15;83;191;9;0.9698
15;87;147;7;0.9942
15;88;223;7;0.973
15;89;572;14;0.992
15;90;287;3;0.9545
15;91;510;13;0.9946
15;92;528;12;0.9627
15;98;378;5;0.987
15;106;826;10;0.9732
15;109;181;12;0.9959
15;111;851;4;0.9623
15;114;537;5;0.9937
15;117;176;7;0.988
15;119;704;9;0.9869
15;122;982;14;0.9734
15;125;822;12;0.9977
15;126;436;3;0.9523
15;131;864;8;0.9895
15;139;718;3;0.9689
15;141;585;8;0.9932
15;142;447;15;0.9947
15;143;469;7;0.9651
15;147;555;7;0.9538
15;148;169;9;0.9796
15;149;302;7;0.9839
15;152;580;9;0.9971
15;160;572;13;0.9629
15;162;776;3;0.9681
15;164;692;3;0.9567
15;165;544;4;0.9517
15;168;564;8;0.991
15;172;696;8;0.994
15;173;186;14;0.9749
15;177;713;14;0.9595
15;182;655;5;0.9755
15;186;918;3;0.9885
15;187;972;7;0.9737
15;191;706;3;0.9569
15;194;703;6;0.9613
15;198;603;3;0.961
15;199;677;15;0.9513
15;201;104;15;0.984
15;202;499;13;0.9888
15;210;413;6;0.9962
15;211;940;14;0.9684
15;212;125;6;0.9943
15;215;875;7;0.9804
15;216;741;5;0.9546
15;218;982;9;0.969
15;221;928;8;0.9623
15;224;266;4;0.9836
15;227;459;13;0.976
15;228;550;4;0.956
15;230;264;9;0.9803
15;231;995;15;0.9763
15;232;785;6;0.974
15;236;961;12;0.9549
15;240;775;12;0.9742
15;241;567;12;0.9701
15;243;372;13;0.9766
15;247;593;4;0.9788
15;249;154;15;0.9923
16;18;134;7;0.9881
16;19;804;9;0.99
16;20;108;10;0.965
16;22;341;6;0.9557
16;32;913;4;0.9905
16;33;920;5;0.9525
16;36;948;8;0.9891
16;39;492;4;0.982
16;45;887;5;0.9719
16;48;550;15;0.9503
16;54;556;10;0.9947
16;55;836;10;0.9856
16;57;985;8;0.9787
16;58;487;10;0.9516
16;59;191;6;0.9685
16;60;841;15;0.9594
16;62;261;10;0.9657
16;65;977;6;0.9546
16;67;853;9;0.9578
16;72;744;9;0.9601
16;74;922;3;0.9922
16;76;967;8;0.9911
16;80;870;9;0.9726
16;83;786;9;0.9577
16;89;307;6;0.9508
16;90;127;12;0.9554
16;91;352;8;0.9808
16;93;885;4;0.95
16;94;540;13;0.9507
16;95;689;8;0.9709
16;97;762;15;0.9506
16;98;965;3;0.9968
16;103;863;3;0.9822
16;104;718;14;0.9872
16;106;775;9;0.9835
16;107;589;8;0.9567
16;109;455;4;0.9681
16;111;655;10;0.9723
16;113;978;10;0.991
16;114;499;6;0.9649
16;115;970;15;0.9881
16;119;504;7;0.9616
16;122;921;10;0.9705
16;123;949;5;0.9753
16;127;282;7;0.9521
16;132;136;13;0.9881
16;134;738;14;0.9965
16;136;241;9;0.9611
16;139;930;5;0.9751
16;140;884;14;0.9584
16;141;638;15;0.9596
16;142;177;15;0.9963
16;146;882;12;0.9835
16;147;985;10;0.9981
16;150;272;7;0.9727
16;153;248;13;0.9743
16;155;918;8;0.979
16;162;603;4;0.9962
16;163;712;12;0.9868
16;165;129;4;0.9886
16;168;571;5;0.9921
16;173;822;5;0.9778
16;174;772;7;0.9865
16;176;106;9;0.983
16;178;409;5;0.9965
16;181;395;7;0.9559
16;185;126;11;0.9525
16;186;559;6;0.9932
16;189;946;11;0.9501
16;190;495;4;0.997
16;191;640;8;0.9673
16;193;115;6;0.98
16;196;574;3;0.9686
16;197;483;6;0.9956
16;203;525;9;0.9883
16;205;179;11;0.9717
16;206;238;9;0.9818
16;207;524;13;0.9935
16;215;261;4;0.9668
16;216;650;3;0.9981
16;218;342;5;0.9643
16;222;641;12;0.975
16;224;708;12;0.9881
16;225;259;14;0.967
16;226;305;9;0.9895
16;229;327;11;0.9826
16;230;282;9;0.962
16;231;435;6;0.9821
16;232;191;5;0.9562
16;233;332;7;0.9622
16;243;670;15;0.9876
16;246;135;10;0.9923
16;247;223;12;0.971
17;18;248;4;0.9892
17;19;124;6;0.9533
17;20;807;10;0.9731
17;21;778;10;0.9988
17;22;336;8;0.9871
17;23;362;12;0.9763
17;26;794;7;0.9803
17;27;989;15;0.9858
17;31;230;3;0.963
17;32;842;3;0.9888
17;33;220;14;0.9622
17;36;228;6;0.9916
17;38;240;13;0.9913
17;40;707;5;0.9603
17;43;416;5;0.9503
17;45;769;5;0.962
17;46;104;15;0.9602
17;47;550;15;0.9911
17;63;872;13;0.9838
17;64;446;3;0.9584
17;65;253;6;0.9964
17;69;249;11;0.9838
17;70;994;10;0.9707
17;73;579;8;0.966
17;75;928;13;0.9868
17;76;884;7;0.9677
17;79;950;13;0.9716
17;82;911;3;0.9973
17;84;773;4;0.9787
17;89;879;11;0.9627
17;92;676;13;0.98
17;93;400;10;0.9557
17;94;182;3;0.9794
17;96;103;5;0.9526
17;97;338;15;0.9937
17;104;802;9;0.9684
17;114;806;6;0.9667
17;115;768;14;0.971
17;117;697;11;0.9565
17;122;543;10;0.9574
17;124;975;7;0.9943
17;129;689;10;0.9746
17;130;718;7;0.9528
17;132;834;9;0.9957
17;134;143;7;0.9736
17;136;186;12;0.9595
17;139;945;14;0.9512
17;141;797;8;0.9851
17;143;908;9;0.9844
17;145;340;15;0.9944
17;146;608;5;0.9676
17;147;837;13;0.978
17;149;837;15;0.9862
17;150;544;7;0.9986
17;151;751;7;0.9507
17;152;180;15;0.9976
17;154;426;7;0.9705
17;155;741;11;0.9591
17;157;337;14;0.9736
17;159;457;11;0.9723
17;166;557;11;0.9625
17;169;944;7;0.9607
17;171;935;9;0.9762
17;176;227;10;0.989
17;177;190;9;0.9566
17;180;863;3;0.9738
17;181;947;12;0.9571
17;182;719;11;0.9659
17;185;124;12;0.9953
17;188;449;4;0.9644
17;190;457;9;0.9948
17;195;893;4;0.9562
17;196;295;15;0.9927
17;198;925;6;0.9987
17;199;813;10;0.993
17;201;689;3;0.9822
17;205;114;6;0.9705
17;206;441;13;0.9837
17;207;615;10;0.9986
17;208;787;4;0.9986
17;209;268;6;0.9633
17;210;180;3;0.9745
17;212;462;10;0.9505
17;215;951;8;0.9695
17;219;635;9;0.9541
17;220;561;4;0.9949
17;225;408;11;0.9641
17;226;292;4;0.9671
17;227;592;13;0.9838
17;228;255;7;0.9525
17;231;726;14;0.9556
17;232;333;8;0.9912
17;234;973;8;0.9642
17;235;188;13;0.9614
17;236;792;10;0.9631
17;239;874;15;0.9884
17;240;432;4;0.9605
17;241;247;9;0.9872
17;243;953;13;0.9757
17;245;264;13;0.9594
17;248;439;7;0.9782
18;21;196;11;0.9579
18;25;348;12;0.9718
18;32;940;11;0.9955
18;33;986;3;0.9762
18;37;308;14;0.9849
18;38;739;3;0.9878
18;39;268;11;0.9787
18;40;730;9;0.9687
18;43;263;6;0.9883
18;45;928;5;0.9645
18;49;817;4;0.9518
18;51;326;7;0.9795
18;52;594;7;0.9624
18;53;997;14;0.9643
18;54;157;4;0.9775
18;57;949;9;0.9959
18;58;294;14;0.9648
18;60;238;15;0.9631
18;61;270;3;0.9645
18;62;422;9;0.9662
18;64;374;9;0.986
18;69;947;7;0.9609
18;74;205;4;0.9581
18;75;803;10;0.9843
18;78;582;15;0.9922
18;80;116;8;0.9544
18;81;112;10;0.9821
18;82;188;3;0.9538
18;84;161;7;0.978
18;85;172;12;0.9543
18;86;980;8;0.9716
18;89;251;14;0.993
18;90;197;7;0.9969
18;92;699;9;0.9506
18;93;646;11;0.9887
18;98;262;9;0.9557
18;101;464;13;0.9811
18;103;465;6;0.9676
18;105;970;8;0.994
18;109;613;13;0.9811
18;111;111;7;0.9654
18;115;635;12;0.9705
18;122;641;14;0.9501
18;123;887;8;0.9578
18;125;713;11;0.9932
18;128;474;8;0.9869
18;130;602;13;0.9988
18;133;593;13;0.9745
18;134;326;5;0.9868
18;136;138;5;0.9531
18;137;605;15;0.9742
18;138;653;6;0.9673
18;139;540;13;0.9726
18;141;808;5;0.9944
18;142;921;3;0.9588
18;146;670;8;0.9575
18;147;126;3;0.9871
18;148;988;7;0.9773
18;149;125;15;0.9916
18;154;621;4;0.9786
18;158;437;13;0.9592
18;159;767;15;0.9648
18;165;461;14;0.9571
18;167;918;3;0.973
18;168;936;9;0.9707
18;172;845;4;0.9721
18;174;635;15;0.9847
18;175;624;10;0.9988
18;176;316;7;0.9805
18;178;244;5;0.9917
18;182;737;8;0.9719
18;183;815;4;0.9908
18;184;352;15;0.9851
18;185;438;8;0.9574
18;186;577;9;0.9951
18;187;166;4;0.9831
18;189;274;6;0.9597
18;190;119;7;0.9852
18;191;966;5;0.9688
18;194;591;6;0.9891
18;198;223;10;0.9901
18;203;930;12;0.9598
18;205;205;13;0.9646
18;207;184;15;0.9682
18;209;617;11;0.9861
18;211;827;9;0.9719
18;213;376;4;0.9649
18;219;626;10;0.9698
18;220;245;5;0.9943
18;222;970;15;0.9862
18;224;885;11;0.9858
18;227;360;8;0.9861
18;229;958;10;0.9598
18;233;666;6;0.9681
18;236;308;12;0.993
18;237;642;10;0.9688
18;238;790;3;0.9901
18;239;535;14;0.9532
18;242;428;12;0.9987
18;245;451;8;0.9805
18;247;410;3;0.9944
18;249;348;7;0.9939
19;22;474;8;0.9782
19;24;622;12;0.9727
19;28;666;11;0.9774
19;29;940;7;0.9882
19;31;935;12;0.9655
19;32;486;9;0.9517
19;35;950;9;0.9829
19;36;976;7;0.9856
19;38;905;14;0.9861
19;39;807;5;0.9545
19;45;867;12;0.9584
19;48;545;11;0.9573
19;51;613;15;0.9773
19;57;630;12;0.9764
19;58;378;3;0.9844
19;59;688;15;0.9978
19;61;471;8;0.9529
19;64;803;4;0.9707
19;68;475;5;0.959
19;69;641;6;0.964
19;70;758;5;0.9954
19;71;236;6;0.9636
19;72;853;15;0.9616
19;74;105;3;0.9964
19;76;765;10;0.9714
19;77;572;4;0.9514
19;82;279;13;0.9944
19;88;863;4;0.9667
19;91;683;3;0.979
19;92;141;14;0.9656
19;94;221;6;0.9563
19;99;452;12;0.9806
19;102;667;12;0.9963
19;104;355;8;0.9844
19;105;272;7;0.9682
19;106;279;3;0.9914
19;108;656;10;0.9872
19;110;188;3;0.9764
19;111;684;7;0.9573
19;113;386;4;0.958
19;117;494;10;0.9762
19;118;251;13;0.9965
19;119;768;10;0.9959
19;120;605;3;0.9853
19;121;432;6;0.9574
19;123;827;13;0.9947
19;124;201;4;0.9786
19;125;974;6;0.9764
19;128;1000;10;0.9629
19;129;825;13;0.9846
19;133;133;10;0.9823
19;136;941;13;0.967
19;137;194;12;0.981
19;139;291;15;0.9677
19;141;122;11;0.9558
19;144;802;3;0.9892
19;145;942;8;0.9915
19;147;756;8;0.9771
19;148;875;5;0.9528
19;153;798;6;0.9979
19;154;607;15;0.9561
19;156;943;5;0.9645
19;157;933;13;0.978
19;160;555;5;0.9905
19;161;426;15;0.9786
19;166;991;9;0.9661
19;168;211;7;0.971
19;170;236;4;0.964
19;171;383;14;0.9696
19;173;545;8;0.9794
19;175;848;3;0.9852
19;178;220;10;0.9728
19;180;386;8;0.9664
19;183;707;12;0.9658
19;184;703;10;0.989
19;185;561;13;0.9814
19;188;239;5;0.9785
19;190;408;7;0.9791
19;191;907;10;0.9832
19;192;604;15;0.9649
19;196;913;14;0.9892
19;199;535;12;0.9628
19;200;285;5;0.9989
19;202;219;8;0.9731
19;203;658;12;0.9676
19;206;858;14;0.9878
19;210;946;8;0.9773
19;211;821;6;0.9763
19;213;748;8;0.9798
19;214;241;11;0.9988
19;215;299;7;0.9906
19;216;185;13;0.9898
19;217;298;3;0.9918
19;219;661;7;0.9566
19;227;308;13;0.9666
19;229;688;10;0.9743
19;230;167;3;0.9541
19;233;418;8;0.9658
19;234;331;12;0.9976
19;238;489;15;0.9755
19;239;255;12;0.984
19;240;132;3;0.9855
19;243;707;4;0.9559
19;245;545;13;0.9729
19;246;147;6;0.9753
20;21;148;13;0.9675
20;24;211;12;0.9685
20;27;757;14;0.9672
20;30;752;12;0.9808
20;33;568;12;0.9637
20;34;168;3;0.9713
20;45;698;3;0.9552
20;47;869;15;0.9915
20;48;370;7;0.9513
20;51;692;10;0.9676
20;53;917;11;0.9635
20;54;738;6;0.9569
20;56;521;11;0.9716
20;62;529;6;0.9729
20;65;359;9;0.9726
20;66;272;6;0.9869
20;67;781;7;0.9775
20;69;955;4;0.9973
20;70;742;3;0.9899
20;75;299;7;0.9758
20;80;551;8;0.9573
20;82;410;15;0.9672
20;84;236;8;0.9743
20;86;190;8;0.9987
20;87;849;8;0.993
20;97;551;6;0.9601
20;100;228;13;0.9775
20;105;985;4;0.9697
20;106;359;10;0.9545
20;107;266;13;0.992
20;108;267;7;0.9749
20;113;773;11;0.9703
20;115;356;11;0.9802
20;119;143;10;0.9592
20;123;866;11;0.9626
20;126;462;8;0.9731
20;129;224;8;0.9503
20;131;200;9;0.9962
20;136;561;15;0.9906
20;137;539;14;0.9681
20;139;713;8;0.9512
20;141;706;5;0.9554
20;145;504;9;0.9529
20;146;935;11;0.9982
20;151;635;8;0.9519
20;153;659;4;0.9516
20;156;548;6;0.9681
20;160;406;14;0.9774
20;161;538;13;0.9905
20;162;370;7;0.997
20;164;441;6;0.9839
20;168;639;9;0.9921
20;170;141;11;0.9843
20;174;424;14;0.9638
20;176;145;5;0.9956
20;181;874;8;0.9788
20;182;545;14;0.9647
20;184;150;12;0.9729
20;188;152;9;0.9624
20;190;316;8;0.9767
20;192;179;13;0.9945
20;198;166;6;0.9898
20;202;284;3;0.9509
20;203;939;8;0.9589
20;204;235;13;0.9864
20;205;240;3;0.9916
20;206;312;10;0.9801
20;209;314;12;0.958
20;210;947;9;0.975
20;212;248;15;0.9776
20;217;207;12;0.9676
20;225;908;9;0.9627
20;227;538;15;0.9822
20;230;538;13;0.9877
20;231;301;13;0.9968
20;236;432;9;0.9907
20;240;225;4;0.9711
20;241;474;4;0.995
20;243;516;13;0.961
20;248;327;3;0.9884
21;23;913;3;0.9907
21;24;686;11;0.9934
21;25;855;6;0.9611
21;27;750;12;0.9974
21;29;390;4;0.9582
21;30;862;13;0.9538
21;32;575;7;0.9611
21;35;346;8;0.9632
21;36;114;11;0.9822
21;37;323;15;0.9897
21;38;291;10;0.955
21;47;740;9;0.959
21;52;187;13;0.9575
21;54;288;5;0.997
21;56;962;5;0.9637
21;60;417;13;0.9655
21;62;589;13;0.9661
21;63;614;9;0.9512
21;68;126;6;0.9792
21;73;791;6;0.9754
21;74;289;13;0.9733
21;77;777;3;0.9886
21;80;344;10;0.9831
21;81;495;14;0.984
21;82;931;12;0.9845
21;87;193;12;0.9845
21;90;321;9;0.9781
21;95;365;8;0.9932
21;100;602;6;0.9959
21;105;653;4;0.9841
21;109;985;12;0.9664
21;111;744;14;0.9868
21;114;758;15;0.9774
21;116;180;14;0.9596
21;118;924;7;0.9749
21;119;493;11;0.9916
21;120;557;7;0.9788
21;121;814;12;0.9945
21;123;246;3;0.9616
21;124;655;15;0.972
21;125;538;12;0.9724
21;126;131;3;0.9538
21;129;535;10;0.961
21;130;790;9;0.9906
21;131;886;14;0.9884
21;132;203;3;0.9802
21;134;975;7;0.9833
21;135;425;3;0.9757
21;136;525;8;0.9795
21;138;175;9;0.9702
21;140;244;8;0.9867
21;143;380;11;0.9739
21;144;887;7;0.9615
21;146;660;6;0.9761
21;152;634;7;0.9645
21;160;899;13;0.985
21;168;555;8;0.9981
21;169;155;14;0.9657
21;173;647;5;0.9707
21;179;139;12;0.9736
21;181;944;9;0.9825
21;183;390;4;0.9934
21;186;318;8;0.984
21;187;723;10;0.9697
21;190;717;10;0.9681
21;199;469;9;0.9975
21;200;828;3;0.9573
21;207;648;9;0.9629
21;209;748;6;0.9574
21;217;621;3;0.9873
21;219;388;3;0.9822
21;220;364;15;0.9733
21;223;232;12;0.9754
21;226;167;7;0.9802
21;231;215;13;0.9792
21;232;175;5;0.981
21;233;927;5;0.9613
21;235;336;13;0.9668
21;237;817;13;0.9933
21;239;618;4;0.9883
21;242;773;15;0.981
21;246;215;9;0.9976
21;247;740;15;0.9796
21;248;885;7;0.9864
22;24;464;5;0.9913
22;25;508;11;0.9526
22;26;794;3;0.9965
22;28;496;5;0.9508
22;31;492;9;0.9915
22;34;748;5;0.972
22;36;264;10;0.9647
22;37;106;14;0.9547
22;38;679;10;0.9733
22;39;283;13;0.9831
22;43;149;5;0.9589
22;44;405;14;0.9689
22;47;422;10;0.9652
22;50;375;15;0.9763
22;51;957;14;0.9754
22;52;328;13;0.9523
22;57;104;11;0.9551
22;64;595;8;0.9652
22;68;670;14;0.9737
22;69;998;10;0.9761
22;73;517;9;0.9764
22;77;669;8;0.9803
22;81;202;14;0.9859
22;84;975;10;0.9922
22;90;673;11;0.9521
22;92;206;12;0.9551
22;96;382;3;0.9961
22;99;700;7;0.9521
22;100;317;4;0.9856
22;101;197;7;0.9953
22;110;728;6;0.986
22;111;476;15;0.9515
22;116;717;9;0.992
22;118;955;6;0.9784
22;119;532;15;0.9854
22;123;470;9;0.9969
22;124;703;3;0.9595
22;127;716;14;0.9742
22;128;414;14;0.9532
22;129;512;9;0.9825
22;131;491;10;0.9719
22;132;796;6;0.9953
22;133;532;13;0.9544
22;135;659;6;0.9717
22;138;212;3;0.9914
22;143;834;15;0.9564
22;144;496;14;0.9734
22;145;240;12;0.9519
22;147;703;3;0.9616
22;151;693;10;0.9759
22;154;795;7;0.9986
22;156;646;9;0.9787
22;159;125;13;0.988
22;160;698;8;0.9679
22;161;530;8;0.9956
22;162;615;5;0.9551
22;166;151;15;0.9788
22;169;355;12;0.9912
22;171;783;5;0.9726
22;177;985;10;0.9881
22;184;452;3;0.987
22;185;205;8;0.96
22;186;424;11;0.9983
22;188;576;14;0.9552
22;193;446;9;0.9662
22;194;919;14;0.997
22;196;755;9;0.9706
22;200;141;4;0.977
22;201;584;8;0.9792
22;202;385;10;0.9912
22;204;310;3;0.9963
22;205;728;11;0.9687
22;206;948;10;0.9596
22;207;437;8;0.9913
22;208;719;10;0.9743
22;215;208;6;0.9629
22;217;517;14;0.969
22;224;512;3;0.9859
22;229;722;13;0.9807
